year,quarter,distance,fare_per_mile,itin_fare,itin_id,miles_flown,round_trip,total_covid_cases,total_covid_deaths,total_covid_tests_per_thousand,total_covid_vaccinations,oil_price_per_barrel,cumulative_inflation,inflation_adjusted_itin_fare,inflation_adjusted_fare_per_mile
2014,4,2314.893666666667,0.26890373333333334,449.3906666666667,167142520505.03534,2306.779,0.704,0.0,0.0,0.0,0.0,74.58999999999999,23.571679954457736,459.9835596358537,0.2752422460740255
2015,1,2300.239,0.2813221,457.34066666666666,163162109503.38232,2291.7636666666667,0.659,0.0,0.0,0.0,0.0,51.57666666666669,21.949456977049525,467.3790459535218,0.2874969673306432
2015,2,2312.4953333333333,0.2751416333333333,446.3473333333333,169450826037.01666,2301.853666666667,0.6496666666666666,0.0,0.0,0.0,0.0,60.45333333333334,21.949456977049525,456.1444149231541,0.28118084277677846
2015,3,2357.577,0.26309313333333334,442.2626666666667,169057726493.05768,2346.6086666666665,0.6486666666666666,0.0,0.0,0.0,0.0,48.77,21.949456977049525,451.97009204122185,0.26886788474439044
2015,4,2293.4133333333334,0.25272479999999997,417.94433333333336,169584100561.16666,2286.0306666666665,0.6696666666666666,0.0,0.0,0.0,0.0,42.21333333333333,21.949456977049525,427.117984496635,0.25827197212463343
2016,1,2291.312,0.26799676666666666,434.05266666666665,169180863170.34433,2284.3913333333335,0.6486666666666666,0.0,0.0,0.0,0.0,32.71666666666667,21.83082984149709,443.52839657491467,0.27384735847783803
2016,2,2234.2076666666667,0.2604785,416.345,172349984697.83334,2226.074666666667,0.6446666666666667,0.0,0.0,0.0,0.0,44.79333333333334,21.83082984149709,425.4341568503581,0.26616496181086835
2016,3,2187.3516666666665,0.2624320666666667,403.63366666666667,171039853548.32834,2179.0926666666664,0.625,0.0,0.0,0.0,0.0,44.68333333333333,21.83082984149709,412.4453245619662,0.26816117645901905
2016,4,2247.248,0.25553686666666664,411.36533333333335,169722778914.105,2241.0536666666667,0.6433333333333333,0.0,0.0,0.0,0.0,49.056666666666665,21.83082984149709,420.34577992802406,0.26111544852109597
2017,1,2239.4056666666665,0.2570597,412.097,166303817028.38034,2232.8323333333333,0.629,0.0,0.0,0.0,0.0,52.946666666666665,20.56924663579172,420.57352483086987,0.2623472243694226
2017,2,2175.886,0.2744146666666667,420.9273333333333,171640767990.327,2163.814,0.6133333333333333,0.0,0.0,0.0,0.0,49.406666666666666,20.56924663579172,429.5854914684128,0.28005916962581184
2017,3,2227.9286666666667,0.26069173333333334,412.9936666666667,170366396605.89566,2219.1676666666667,0.5906666666666667,0.0,0.0,0.0,0.0,50.18333333333333,20.56924663579172,421.4886352553533,0.26605396589217867
2017,4,2178.5396666666666,0.24984663333333332,405.517,170494067125.31668,2170.977,0.6253333333333333,0.0,0.0,0.0,0.0,58.68,20.56924663579172,413.8581791880063,0.25498579035548885
2018,1,2167.4376666666667,0.26101656666666667,412.2776666666667,167252714551.043,2161.989666666667,0.606,0.0,0.0,0.0,0.0,64.62,18.43913663213209,419.87971089270997,0.2658294868026833
2018,2,2207.8986666666665,0.2627319,422.515,173994248980.159,2199.4106666666667,0.6083333333333333,0.0,0.0,0.0,0.0,71.40000000000002,18.43913663213209,430.3058118141253,0.26757644940171965
